method,layer_idx,alpha,mode,loophole_rate,compliant_rate,non_compliant_rate,safe_rate,steering_vector_path
pca,20,1.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha1.5_both.npy
pca,20,1.75,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha1.75_both.npy
pca,20,2.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha2.0_both.npy
pca,20,2.25,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha2.25_both.npy
pca,20,2.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha2.5_both.npy
pca,20,3.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha3.0_both.npy
pca,20,4.0,both,0.33240740740740743,0.3148148148148148,0.3527777777777778,0.6675925925925926,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha4.0_both.npy
mean,10,0.01,both,0.3768518518518518,0.2777777777777778,0.3453703703703704,0.6231481481481482,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha0.01_both.npy
mean,10,0.02,both,0.36018518518518516,0.2953703703703704,0.34444444444444444,0.6398148148148148,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha0.02_both.npy
mean,10,0.05,both,0.3490740740740741,0.30648148148148147,0.34444444444444444,0.6509259259259259,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha0.05_both.npy
mean,10,0.075,both,0.337037037037037,0.3148148148148148,0.34814814814814815,0.662962962962963,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha0.075_both.npy
mean,10,0.1,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha0.1_both.npy
mean,10,0.15,both,0.33611111111111114,0.32407407407407407,0.3398148148148148,0.6638888888888889,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha0.15_both.npy
mean,10,0.2,both,0.3416666666666667,0.32222222222222224,0.33611111111111114,0.6583333333333334,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha0.2_both.npy
mean,10,0.25,both,0.33796296296296297,0.31851851851851853,0.3435185185185185,0.662037037037037,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha0.25_both.npy
mean,10,0.3,both,0.33425925925925926,0.325,0.34074074074074073,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha0.3_both.npy
mean,10,0.4,both,0.3287037037037037,0.3296296296296296,0.3416666666666667,0.6712962962962963,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha0.4_both.npy
mean,10,0.5,both,0.337037037037037,0.32314814814814813,0.3398148148148148,0.662962962962963,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha0.5_both.npy
mean,10,0.75,both,0.33796296296296297,0.3037037037037037,0.35833333333333334,0.662037037037037,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha0.75_both.npy
mean,10,1.0,both,0.325,0.32685185185185184,0.34814814814814815,0.675,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha1.0_both.npy
mean,10,1.25,both,0.3490740740740741,0.3277777777777778,0.32314814814814813,0.6509259259259259,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha1.25_both.npy
mean,10,1.5,both,0.3592592592592593,0.3111111111111111,0.3296296296296296,0.6407407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha1.5_both.npy
mean,10,1.75,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha1.75_both.npy
mean,10,2.0,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha2.0_both.npy
mean,10,2.25,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_mean_layer10_alpha2.25_both.npy
